model	gene	Percentage_overlap	Percentage_off_target
random_balance_Test_Dl15_1000	eve	61.5	38.5
random_balance_Test_Dl09_1000	eve	0	100
random_balance_Test_Twi14_1000	Kr	0	100
random_balance_Test_Dl09_2000	sog	31.6666666667	68.3333333333
random_balance_Test_Dl09_2000	vnd	0	100
random_balance_Test_Dl15_1000	brk	0	100
random_balance_Test_Twi14_500	hb	0	100
random_balance_Test_Dl09_1500	eve	0	100
random_balance_Test_Dl15_1500	Kr	45	45
random_balance_Test_Zld_1000	rho	0	100
random_balance_Test_Zld_1500	hb	15	85
random_balance_Test_Twi14_2000	vnd	42	58
random_balance_Test_Dl09_500	vnd	0	100
random_balance_Test_Twi14_500	brk	0	100
random_balance_Test_Zld_1500	Kr	10.7777777778	89.2222222222
random_balance_Test_Dl09_1000	rho	0	100
random_balance_Test_Twi14_1000	rho	0	100
random_balance_Test_Twi14_1500	vnd	13.0952380952	86.9047619048
random_balance_Test_Dl09_1000	hb	10	90
random_balance_Test_Dl09_500	sog	0	100
random_balance_Test_Zld_1000	vnd	0	100
random_balance_Test_Dl09_1000	Kr	0	100
random_balance_Test_Twi14_1000	Kni	0	100
random_balance_Test_Twi14_1000	brk	8.5227272727	91.4772727273
random_balance_Test_Zld_2000	eve	0	100
random_balance_Test_Zld_1500	Kni	32.5	67.5
random_balance_Test_Dl15_1000	Kni	0	100
random_balance_Test_Zld_500	sog	28.3333333333	71.6666666667
random_balance_Test_Dl09_1500	hb	10	90
random_balance_Test_Zld_2000	Kr	18.5	81.5
random_balance_Test_Zld_1000	sog	27.5	72.5
random_balance_Test_Dl09_2000	Kr	0	100
random_balance_Test_Zld_2000	sna	24.1666666667	75.8333333333
random_balance_Test_Twi14_2000	brk	0	100
random_balance_Test_Twi14_500	Kr	0	100
random_balance_Test_Twi14_2000	sog	65	35
random_balance_Test_Twi14_2000	eve	16.6666666667	83.3333333333
random_balance_Test_Zld_2000	rho	0	100
random_balance_Test_Zld_1500	rho	13.9047619048	86.0952380952
random_balance_Test_Dl15_2000	rho	100	0
random_balance_Test_Dl09_1500	rho	0	100
random_balance_Test_Dl09_1500	sna	0	100
random_balance_Test_Dl15_1500	rho	50	50
random_balance_Test_Dl09_2000	brk	17.3333333333	82.6666666667
random_balance_Test_Zld_500	Kni	0	100
random_balance_Test_Dl15_1500	vnd	45	55
random_balance_Test_Zld_2000	Kni	0	100
random_balance_Test_Dl09_2000	eve	0	100
random_balance_Test_Dl15_500	sog	0	100
random_balance_Test_Zld_500	rho	0	100
random_balance_Test_Dl15_500	brk	0	100
random_balance_Test_Zld_1500	vnd	0	90
random_balance_Test_Zld_1000	hb	16.6666666667	83.3333333333
random_balance_Test_Zld_1000	Kni	0	100
random_balance_Test_Twi14_2000	rho	0	100
random_balance_Test_Dl09_500	brk	0	100
random_balance_Test_Dl09_1500	sog	33.3333333333	66.6666666667
random_balance_Test_Zld_500	brk	0	100
random_balance_Test_Twi14_500	Kni	0	100
random_balance_Test_Dl15_1000	hb	22.5	77.5
random_balance_Test_Dl15_2000	Kni	0	100
random_balance_Test_Dl09_1500	brk	0	100
random_balance_Test_Twi14_2000	Kni	0	100
random_balance_Test_Dl15_2000	vnd	100	0
random_balance_Test_Dl15_1000	vnd	45	55
random_balance_Test_Dl09_2000	Kni	0	100
random_balance_Test_Dl09_500	eve	0	100
random_balance_Test_Dl09_500	rho	0	100
random_balance_Test_Twi14_2000	Kr	10.1388888889	89.8611111111
random_balance_Test_Dl15_500	hb	0	100
random_balance_Test_Dl15_2000	sna	35	65
random_balance_Test_Zld_500	Kr	0	100
random_balance_Test_Twi14_500	sna	0	100
random_balance_Test_Zld_1500	sog	30	70
random_balance_Test_Dl09_500	Kr	0	100
random_balance_Test_Dl09_1000	brk	0	100
random_balance_Test_Dl15_1500	sna	17	83
random_balance_Test_Zld_1500	brk	11.4285714286	88.5714285714
random_balance_Test_Zld_1500	eve	0	100
random_balance_Test_Dl15_500	rho	0	100
random_balance_Test_Zld_1000	eve	0	100
random_balance_Test_Twi14_2000	hb	18	82
random_balance_Test_Dl15_500	eve	0	100
random_balance_Test_Dl09_1000	Kni	0	100
random_balance_Test_Twi14_1500	rho	23.3333333333	76.6666666667
random_balance_Test_Dl09_1000	sog	31.6666666667	68.3333333333
random_balance_Test_Dl15_2000	eve	33.3333333333	66.6666666667
random_balance_Test_Dl15_2000	hb	45	55
random_balance_Test_Zld_1000	brk	12.8571428571	87.1428571429
random_balance_Test_Dl15_1500	eve	60	40
random_balance_Test_Twi14_2000	sna	25.3571428571	74.6428571429
random_balance_Test_Zld_500	eve	0	100
random_balance_Test_Zld_2000	sog	33.3333333333	66.6666666667
random_balance_Test_Dl09_2000	sna	16.6666666667	83.3333333333
random_balance_Test_Zld_1500	sna	25	75
random_balance_Test_Dl09_1500	Kni	0	100
random_balance_Test_Zld_500	hb	0	100
random_balance_Test_Zld_2000	brk	29.0476190476	70.9523809524
random_balance_Test_Dl15_2000	Kr	45	45
random_balance_Test_Dl15_500	sna	0	100
random_balance_Test_Dl15_1000	sna	0	100
random_balance_Test_Twi14_500	eve	0	100
random_balance_Test_Dl09_1000	sna	0	100
random_balance_Test_Zld_2000	hb	15.3333333333	84.6666666667
Dl_chip_balance_Test_Zld_500	vnd	0	100
Dl_chip_balance_Test_Twi14_500	rho	0	100
Dl_chip_balance_Test_Twi14_1000	eve	20.4444444444	79.5555555556
Dl_chip_balance_Test_Dl15_1500	brk	25	75
Dl_chip_balance_Test_Dl15_1000	rho	50	50
Dl_chip_balance_Test_Dl15_500	vnd	0	100
Dl_chip_balance_Test_Dl15_2000	brk	25	75
Dl_chip_balance_Test_Dl09_500	sna	0	100
Dl_chip_balance_Test_Twi14_1500	sna	12.5	87.5
Dl_chip_balance_Test_Dl09_2000	hb	14.1785714286	85.8214285714
Dl_chip_balance_Test_Dl09_500	hb	0	100
Dl_chip_balance_Test_Dl09_2000	rho	0	100
Dl_chip_balance_Test_Twi14_1000	sog	66.6666666667	33.3333333333
Dl_chip_balance_Test_Zld_1000	Kr	0	100
Dl_chip_balance_Test_Twi14_1500	Kr	10.4444444444	89.5555555556
Dl_chip_balance_Test_Dl15_500	Kr	0	100
Dl_chip_balance_Test_Dl09_1000	vnd	0	100
Dl_chip_balance_Test_Twi14_1000	vnd	12.6785714286	87.3214285714
Dl_chip_balance_Test_Twi14_1500	brk	11.7063492063	88.2936507937
Dl_chip_balance_Test_Dl09_1500	vnd	0	100
Dl_chip_balance_Test_Dl15_1500	hb	50	50
Dl_chip_balance_Test_Dl09_500	Kni	0	100
Dl_chip_balance_Test_Dl15_500	Kni	0	100
Dl_chip_balance_Test_Twi14_500	sog	0	100
Dl_chip_balance_Test_Dl15_1000	Kr	0	100
Dl_chip_balance_Test_Dl15_2000	sog	50	50
Dl_chip_balance_Test_Twi14_500	vnd	0	100
Dl_chip_balance_Test_Twi14_1500	sog	66.6666666667	33.3333333333
Dl_chip_balance_Test_Twi14_1500	Kni	0	100
Dl_chip_balance_Test_Twi14_1000	hb	10.0404040404	89.9595959596
Dl_chip_balance_Test_Twi14_1500	eve	0	100
Dl_chip_balance_Test_Twi14_1000	sna	0	100
Dl_chip_balance_Test_Twi14_1500	hb	18	82
Dl_chip_balance_Test_Zld_1000	sna	12.5	87.5
Dl_chip_balance_Test_Dl15_1500	sog	66.6666666667	33.3333333333
Dl_chip_balance_Test_Zld_2000	vnd	25.8333333333	74.1666666667
Dl_chip_balance_Test_Dl09_1500	Kr	0	100
Dl_chip_balance_Test_Dl15_1500	Kni	25	75
Dl_chip_balance_Test_Zld_500	sna	0	100
Dl_chip_balance_Test_Dl15_1000	sog	66.6666666667	33.3333333333
Dl_chip_balance_Test_Dl15_1000	eve	60	40
Dl_chip_balance_Test_Dl09_1000	eve	0	100
Dl_chip_balance_Test_Twi14_1000	Kr	0	100
Dl_chip_balance_Test_Dl09_2000	sog	33.3333333333	66.6666666667
Dl_chip_balance_Test_Dl09_2000	vnd	0	100
Dl_chip_balance_Test_Dl15_1000	brk	0	100
Dl_chip_balance_Test_Twi14_500	hb	0	100
Dl_chip_balance_Test_Dl09_1500	eve	0	100
Dl_chip_balance_Test_Dl15_1500	Kr	50	50
Dl_chip_balance_Test_Zld_1000	rho	0	100
Dl_chip_balance_Test_Zld_1500	hb	16.6666666667	83.3333333333
Dl_chip_balance_Test_Twi14_2000	vnd	40	60
Dl_chip_balance_Test_Dl09_500	vnd	0	100
Dl_chip_balance_Test_Twi14_500	brk	0	100
Dl_chip_balance_Test_Zld_1500	Kr	10	90
Dl_chip_balance_Test_Dl09_1000	rho	0	100
Dl_chip_balance_Test_Twi14_1000	rho	0	100
Dl_chip_balance_Test_Twi14_1500	vnd	14.5238095238	85.4761904762
Dl_chip_balance_Test_Dl09_1000	hb	14.0833333333	85.9166666667
Dl_chip_balance_Test_Dl09_500	sog	0	100
Dl_chip_balance_Test_Zld_1000	vnd	0	100
Dl_chip_balance_Test_Dl09_1000	Kr	0	100
Dl_chip_balance_Test_Twi14_1000	Kni	0	100
Dl_chip_balance_Test_Twi14_1000	brk	9.5656565657	90.4343434343
Dl_chip_balance_Test_Zld_2000	eve	0	100
Dl_chip_balance_Test_Zld_1500	Kni	25	75
Dl_chip_balance_Test_Dl15_1000	Kni	0	100
Dl_chip_balance_Test_Zld_500	sog	25	75
Dl_chip_balance_Test_Dl09_1500	hb	14.1785714286	85.8214285714
Dl_chip_balance_Test_Zld_2000	Kr	20	80
Dl_chip_balance_Test_Zld_1000	sog	25	75
Dl_chip_balance_Test_Dl09_2000	Kr	0	100
Dl_chip_balance_Test_Zld_2000	sna	25	75
Dl_chip_balance_Test_Twi14_2000	brk	0	100
Dl_chip_balance_Test_Twi14_500	Kr	0	100
Dl_chip_balance_Test_Twi14_2000	sog	66.6666666667	33.3333333333
Dl_chip_balance_Test_Twi14_2000	eve	16.6666666667	83.3333333333
Dl_chip_balance_Test_Zld_2000	rho	0	100
Dl_chip_balance_Test_Zld_1500	rho	14.5238095238	85.4761904762
Dl_chip_balance_Test_Dl15_2000	rho	100	0
Dl_chip_balance_Test_Dl09_1500	rho	0	100
Dl_chip_balance_Test_Dl09_1500	sna	0	100
Dl_chip_balance_Test_Dl15_1500	rho	50	50
Dl_chip_balance_Test_Dl09_2000	brk	15	85
Dl_chip_balance_Test_Zld_500	Kni	0	100
Dl_chip_balance_Test_Dl15_1500	vnd	50	50
Dl_chip_balance_Test_Zld_2000	Kni	0	100
Dl_chip_balance_Test_Dl09_2000	eve	0	100
Dl_chip_balance_Test_Dl15_500	sog	0	100
Dl_chip_balance_Test_Zld_500	rho	0	100
Dl_chip_balance_Test_Dl15_500	brk	0	100
Dl_chip_balance_Test_Zld_1500	vnd	0	100
Dl_chip_balance_Test_Zld_1000	hb	16.6666666667	83.3333333333
Dl_chip_balance_Test_Zld_1000	Kni	0	100
Dl_chip_balance_Test_Twi14_2000	rho	0	100
Dl_chip_balance_Test_Dl09_500	brk	0	100
Dl_chip_balance_Test_Dl09_1500	sog	33.3333333333	66.6666666667
Dl_chip_balance_Test_Zld_500	brk	0	100
Dl_chip_balance_Test_Twi14_500	Kni	0	100
Dl_chip_balance_Test_Dl15_1000	hb	25	75
Dl_chip_balance_Test_Dl15_2000	Kni	0	100
Dl_chip_balance_Test_Dl09_1500	brk	0	100
Dl_chip_balance_Test_Twi14_2000	Kni	0	100
Dl_chip_balance_Test_Dl15_2000	vnd	100	0
Dl_chip_balance_Test_Dl15_1000	vnd	50	50
Dl_chip_balance_Test_Dl09_2000	Kni	0	100
Dl_chip_balance_Test_Dl09_500	eve	0	100
Dl_chip_balance_Test_Dl09_500	rho	0	100
Dl_chip_balance_Test_Twi14_2000	Kr	11.1111111111	88.8888888889
Dl_chip_balance_Test_Dl15_500	hb	0	100
Dl_chip_balance_Test_Dl15_2000	sna	34	66
Dl_chip_balance_Test_Zld_500	Kr	0	100
Dl_chip_balance_Test_Twi14_500	sna	0	100
Dl_chip_balance_Test_Zld_1500	sog	33.3333333333	66.6666666667
Dl_chip_balance_Test_Dl09_500	Kr	0	100
Dl_chip_balance_Test_Dl09_1000	brk	0	100
Dl_chip_balance_Test_Dl15_1500	sna	17	83
Dl_chip_balance_Test_Zld_1500	brk	12.6785714286	87.3214285714
Dl_chip_balance_Test_Zld_1500	eve	0	100
Dl_chip_balance_Test_Dl15_500	rho	0	100
Dl_chip_balance_Test_Zld_1000	eve	0	100
Dl_chip_balance_Test_Twi14_2000	hb	20.5	79.5
Dl_chip_balance_Test_Dl15_500	eve	0	100
Dl_chip_balance_Test_Dl09_1000	Kni	0	100
Dl_chip_balance_Test_Twi14_1500	rho	25.8333333333	74.1666666667
Dl_chip_balance_Test_Dl09_1000	sog	33.3333333333	66.6666666667
Dl_chip_balance_Test_Dl15_2000	eve	33.3333333333	66.6666666667
Dl_chip_balance_Test_Dl15_2000	hb	50	50
Dl_chip_balance_Test_Zld_1000	brk	12.9166666667	87.0833333333
Dl_chip_balance_Test_Dl15_1500	eve	60	40
Dl_chip_balance_Test_Twi14_2000	sna	25	75
Dl_chip_balance_Test_Zld_500	eve	0	100
Dl_chip_balance_Test_Zld_2000	sog	33.3333333333	66.6666666667
Dl_chip_balance_Test_Dl09_2000	sna	16.6666666667	83.3333333333
Dl_chip_balance_Test_Zld_1500	sna	25	75
Dl_chip_balance_Test_Dl09_1500	Kni	0	100
Dl_chip_balance_Test_Zld_500	hb	0	100
Dl_chip_balance_Test_Zld_2000	brk	27.7142857143	72.2857142857
Dl_chip_balance_Test_Dl15_2000	Kr	50	50
Dl_chip_balance_Test_Dl15_500	sna	0	100
Dl_chip_balance_Test_Dl15_1000	sna	0	100
Dl_chip_balance_Test_Twi14_500	eve	0	100
Dl_chip_balance_Test_Dl09_1000	sna	0	100
Dl_chip_balance_Test_Zld_2000	hb	16.6666666667	83.3333333333
Dl_Twi_Test_Zld_500	vnd	0	100
Dl_Twi_Test_Twi14_500	rho	0	100
Dl_Twi_Test_Twi14_1000	eve	24.6111111111	75.3888888889
Dl_Twi_Test_Dl15_1500	brk	26.6666666667	73.3333333333
Dl_Twi_Test_Dl15_1000	rho	55	45
Dl_Twi_Test_Dl15_500	vnd	0	100
Dl_Twi_Test_Dl15_2000	brk	25.8333333333	74.1666666667
Dl_Twi_Test_Dl09_500	sna	0	100
Dl_Twi_Test_Twi14_1500	sna	13.2738095238	86.7261904762
Dl_Twi_Test_Dl09_2000	hb	21	79
Dl_Twi_Test_Dl09_500	hb	0	100
Dl_Twi_Test_Dl09_2000	rho	0	100
Dl_Twi_Test_Twi14_1000	sog	70	30
Dl_Twi_Test_Zld_1000	Kr	0	100
Dl_Twi_Test_Twi14_1500	Kr	11.3174603175	88.6825396825
Dl_Twi_Test_Dl15_500	Kr	0	100
Dl_Twi_Test_Dl09_1000	vnd	0	100
Dl_Twi_Test_Twi14_1000	vnd	15.6666666667	84.3333333333
Dl_Twi_Test_Twi14_1500	brk	13.2142857143	86.7857142857
Dl_Twi_Test_Dl09_1500	vnd	0	100
Dl_Twi_Test_Dl15_1500	hb	50	50
Dl_Twi_Test_Dl09_500	Kni	0	100
Dl_Twi_Test_Dl15_500	Kni	0	100
Dl_Twi_Test_Twi14_500	sog	0	100
Dl_Twi_Test_Dl15_1000	Kr	0	100
Dl_Twi_Test_Dl15_2000	sog	45	55
Dl_Twi_Test_Twi14_500	vnd	0	100
Dl_Twi_Test_Twi14_1500	sog	63.3333333333	36.6666666667
Dl_Twi_Test_Twi14_1500	Kni	0	100
Dl_Twi_Test_Twi14_1000	hb	14.6587301587	85.3412698413
Dl_Twi_Test_Twi14_1500	eve	0	100
Dl_Twi_Test_Twi14_1000	sna	0	100
Dl_Twi_Test_Twi14_1500	hb	31.1666666667	68.8333333333
Dl_Twi_Test_Zld_1000	sna	13.630952381	86.369047619
Dl_Twi_Test_Dl15_1500	sog	75	25
Dl_Twi_Test_Zld_2000	vnd	28.3333333333	71.6666666667
Dl_Twi_Test_Dl09_1500	Kr	0	100
Dl_Twi_Test_Dl15_1500	Kni	25	75
Dl_Twi_Test_Zld_500	sna	0	100
Dl_Twi_Test_Dl15_1000	sog	76.6666666667	23.3333333333
Dl_Twi_Test_Dl15_1000	eve	66	34
Dl_Twi_Test_Dl09_1000	eve	0	100
Dl_Twi_Test_Twi14_1000	Kr	0	100
Dl_Twi_Test_Dl09_2000	sog	26.6666666667	73.3333333333
Dl_Twi_Test_Dl09_2000	vnd	0	100
Dl_Twi_Test_Dl15_1000	brk	0	100
Dl_Twi_Test_Twi14_500	hb	0	100
Dl_Twi_Test_Dl09_1500	eve	0	100
Dl_Twi_Test_Dl15_1500	Kr	50	50
Dl_Twi_Test_Zld_1000	rho	0	100
Dl_Twi_Test_Zld_1500	hb	21.5	78.5
Dl_Twi_Test_Twi14_2000	vnd	47.3333333333	52.6666666667
Dl_Twi_Test_Dl09_500	vnd	0	100
Dl_Twi_Test_Twi14_500	brk	0	100
Dl_Twi_Test_Zld_1500	Kr	10.7896825397	89.2103174603
Dl_Twi_Test_Dl09_1000	rho	0	100
Dl_Twi_Test_Twi14_1000	rho	0	100
Dl_Twi_Test_Twi14_1500	vnd	16.7380952381	83.2619047619
Dl_Twi_Test_Dl09_1000	hb	20.8452380952	79.1547619048
Dl_Twi_Test_Dl09_500	sog	0	100
Dl_Twi_Test_Zld_1000	vnd	0	100
Dl_Twi_Test_Dl09_1000	Kr	0	100
Dl_Twi_Test_Twi14_1000	Kni	0	100
Dl_Twi_Test_Twi14_1000	brk	10.9007936508	89.0992063492
Dl_Twi_Test_Zld_2000	eve	0	100
Dl_Twi_Test_Zld_1500	Kni	28.3333333333	71.6666666667
Dl_Twi_Test_Dl15_1000	Kni	0	100
Dl_Twi_Test_Zld_500	sog	27.5	72.5
Dl_Twi_Test_Dl09_1500	hb	20.3452380952	79.6547619048
Dl_Twi_Test_Zld_2000	Kr	20.9444444444	79.0555555556
Dl_Twi_Test_Zld_1000	sog	27.5	72.5
Dl_Twi_Test_Dl09_2000	Kr	0	100
Dl_Twi_Test_Zld_2000	sna	26.9047619048	73.0952380952
Dl_Twi_Test_Twi14_2000	brk	0	100
Dl_Twi_Test_Twi14_500	Kr	0	100
Dl_Twi_Test_Twi14_2000	sog	63.3333333333	36.6666666667
Dl_Twi_Test_Twi14_2000	eve	20.6666666667	79.3333333333
Dl_Twi_Test_Zld_2000	rho	0	100
Dl_Twi_Test_Zld_1500	rho	18.1666666667	81.8333333333
Dl_Twi_Test_Dl15_2000	rho	100	0
Dl_Twi_Test_Dl09_1500	rho	0	100
Dl_Twi_Test_Dl09_1500	sna	0	100
Dl_Twi_Test_Dl15_1500	rho	55	45
Dl_Twi_Test_Dl09_2000	brk	19	81
Dl_Twi_Test_Zld_500	Kni	0	100
Dl_Twi_Test_Dl15_1500	vnd	50	50
Dl_Twi_Test_Zld_2000	Kni	0	100
Dl_Twi_Test_Dl09_2000	eve	0	100
Dl_Twi_Test_Dl15_500	sog	0	100
Dl_Twi_Test_Zld_500	rho	0	100
Dl_Twi_Test_Dl15_500	brk	0	100
Dl_Twi_Test_Zld_1500	vnd	0	100
Dl_Twi_Test_Zld_1000	hb	25.3333333333	74.6666666667
Dl_Twi_Test_Zld_1000	Kni	0	100
Dl_Twi_Test_Twi14_2000	rho	0	100
Dl_Twi_Test_Dl09_500	brk	0	100
Dl_Twi_Test_Dl09_1500	sog	26.6666666667	73.3333333333
Dl_Twi_Test_Zld_500	brk	0	100
Dl_Twi_Test_Twi14_500	Kni	0	100
Dl_Twi_Test_Dl15_1000	hb	26.6666666667	73.3333333333
Dl_Twi_Test_Dl15_2000	Kni	0	100
Dl_Twi_Test_Dl09_1500	brk	0	100
Dl_Twi_Test_Twi14_2000	Kni	0	100
Dl_Twi_Test_Dl15_2000	vnd	100	0
Dl_Twi_Test_Dl15_1000	vnd	50	50
Dl_Twi_Test_Dl09_2000	Kni	0	100
Dl_Twi_Test_Dl09_500	eve	0	100
Dl_Twi_Test_Dl09_500	rho	0	100
Dl_Twi_Test_Twi14_2000	Kr	12.123015873	87.876984127
Dl_Twi_Test_Dl15_500	hb	0	100
Dl_Twi_Test_Dl15_2000	sna	34	66
Dl_Twi_Test_Zld_500	Kr	0	100
Dl_Twi_Test_Twi14_500	sna	0	100
Dl_Twi_Test_Zld_1500	sog	36.6666666667	63.3333333333
Dl_Twi_Test_Dl09_500	Kr	0	100
Dl_Twi_Test_Dl09_1000	brk	0	100
Dl_Twi_Test_Dl15_1500	sna	17	83
Dl_Twi_Test_Zld_1500	brk	13.630952381	86.369047619
Dl_Twi_Test_Zld_1500	eve	0	100
Dl_Twi_Test_Dl15_500	rho	0	100
Dl_Twi_Test_Zld_1000	eve	0	100
Dl_Twi_Test_Twi14_2000	hb	31.1666666667	68.8333333333
Dl_Twi_Test_Dl15_500	eve	0	100
Dl_Twi_Test_Dl09_1000	Kni	0	100
Dl_Twi_Test_Twi14_1500	rho	25.8333333333	74.1666666667
Dl_Twi_Test_Dl09_1000	sog	33.3333333333	66.6666666667
Dl_Twi_Test_Dl15_2000	eve	40	60
Dl_Twi_Test_Dl15_2000	hb	50	50
Dl_Twi_Test_Zld_1000	brk	14.0476190476	85.9523809524
Dl_Twi_Test_Dl15_1500	eve	66	34
Dl_Twi_Test_Twi14_2000	sna	26.5476190476	73.4523809524
Dl_Twi_Test_Zld_500	eve	0	100
Dl_Twi_Test_Zld_2000	sog	26.6666666667	73.3333333333
Dl_Twi_Test_Dl09_2000	sna	17.5	82.5
Dl_Twi_Test_Zld_1500	sna	27.2619047619	72.7380952381
Dl_Twi_Test_Dl09_1500	Kni	0	100
Dl_Twi_Test_Zld_500	hb	0	100
Dl_Twi_Test_Zld_2000	brk	30.4761904762	69.5238095238
Dl_Twi_Test_Dl15_2000	Kr	50	50
Dl_Twi_Test_Dl15_500	sna	0	100
Dl_Twi_Test_Dl15_1000	sna	0	100
Dl_Twi_Test_Twi14_500	eve	0	100
Dl_Twi_Test_Dl09_1000	sna	0	100
Dl_Twi_Test_Zld_2000	hb	21.5	78.5
FTwi14_train_all_Test_Zld_500	vnd	0	100
FTwi14_train_all_Test_Twi14_500	rho	0	100
FTwi14_train_all_Test_Twi14_1000	eve	34	66
FTwi14_train_all_Test_Dl15_1500	brk	50	50
FTwi14_train_all_Test_Dl15_1000	rho	100	0
FTwi14_train_all_Test_Dl15_500	vnd	0	100
FTwi14_train_all_Test_Dl15_2000	brk	50	50
FTwi14_train_all_Test_Dl09_500	sna	0	100
FTwi14_train_all_Test_Twi14_1500	sna	32.5	67.5
FTwi14_train_all_Test_Dl09_2000	hb	33.3333333333	66.6666666667
FTwi14_train_all_Test_Dl09_500	hb	0	100
FTwi14_train_all_Test_Dl09_2000	rho	0	100
FTwi14_train_all_Test_Twi14_1000	sog	86.6666666667	13.3333333333
FTwi14_train_all_Test_Zld_1000	Kr	0	100
FTwi14_train_all_Test_Twi14_1500	Kr	50	50
FTwi14_train_all_Test_Dl15_500	Kr	0	100
FTwi14_train_all_Test_Dl09_1000	vnd	0	100
FTwi14_train_all_Test_Twi14_1000	vnd	55	45
FTwi14_train_all_Test_Twi14_1500	brk	50	50
FTwi14_train_all_Test_Dl09_1500	vnd	0	100
FTwi14_train_all_Test_Dl15_1500	hb	50	50
FTwi14_train_all_Test_Dl09_500	Kni	0	100
FTwi14_train_all_Test_Dl15_500	Kni	0	100
FTwi14_train_all_Test_Twi14_500	sog	0	100
FTwi14_train_all_Test_Dl15_1000	Kr	0	100
FTwi14_train_all_Test_Dl15_2000	sog	55	45
FTwi14_train_all_Test_Twi14_500	vnd	0	100
FTwi14_train_all_Test_Twi14_1500	sog	86.6666666667	13.3333333333
FTwi14_train_all_Test_Twi14_1500	Kni	0	100
FTwi14_train_all_Test_Twi14_1000	hb	27.8333333333	72.1666666667
FTwi14_train_all_Test_Twi14_1500	eve	0	100
FTwi14_train_all_Test_Twi14_1000	sna	0	100
FTwi14_train_all_Test_Twi14_1500	hb	40	60
FTwi14_train_all_Test_Zld_1000	sna	35.8333333333	64.1666666667
FTwi14_train_all_Test_Dl15_1500	sog	100	0
FTwi14_train_all_Test_Zld_2000	vnd	100	0
FTwi14_train_all_Test_Dl09_1500	Kr	0	100
FTwi14_train_all_Test_Dl15_1500	Kni	36.6666666667	63.3333333333
FTwi14_train_all_Test_Zld_500	sna	0	100
FTwi14_train_all_Test_Dl15_1000	sog	100	0
FTwi14_train_all_Test_Dl15_1000	eve	74.1666666667	25.8333333333
FTwi14_train_all_Test_Dl09_1000	eve	0	100
FTwi14_train_all_Test_Twi14_1000	Kr	0	100
FTwi14_train_all_Test_Dl09_2000	sog	43.3333333333	56.6666666667
FTwi14_train_all_Test_Dl09_2000	vnd	0	100
FTwi14_train_all_Test_Dl15_1000	brk	0	100
FTwi14_train_all_Test_Twi14_500	hb	0	100
FTwi14_train_all_Test_Dl09_1500	eve	0	100
FTwi14_train_all_Test_Dl15_1500	Kr	50	50
FTwi14_train_all_Test_Zld_1000	rho	0	100
FTwi14_train_all_Test_Zld_1500	hb	41.6666666667	58.3333333333
FTwi14_train_all_Test_Twi14_2000	vnd	100	0
FTwi14_train_all_Test_Dl09_500	vnd	0	100
FTwi14_train_all_Test_Twi14_500	brk	0	100
FTwi14_train_all_Test_Zld_1500	Kr	50	50
FTwi14_train_all_Test_Dl09_1000	rho	0	100
FTwi14_train_all_Test_Twi14_1000	rho	0	100
FTwi14_train_all_Test_Twi14_1500	vnd	55	45
FTwi14_train_all_Test_Dl09_1000	hb	33.3333333333	66.6666666667
FTwi14_train_all_Test_Dl09_500	sog	0	100
FTwi14_train_all_Test_Zld_1000	vnd	0	100
FTwi14_train_all_Test_Dl09_1000	Kr	0	100
FTwi14_train_all_Test_Twi14_1000	Kni	0	100
FTwi14_train_all_Test_Twi14_1000	brk	31.6666666667	68.3333333333
FTwi14_train_all_Test_Zld_2000	eve	0	100
FTwi14_train_all_Test_Zld_1500	Kni	36.6666666667	63.3333333333
FTwi14_train_all_Test_Dl15_1000	Kni	0	100
FTwi14_train_all_Test_Zld_500	sog	40	60
FTwi14_train_all_Test_Dl09_1500	hb	33.3333333333	66.6666666667
FTwi14_train_all_Test_Zld_2000	Kr	100	0
FTwi14_train_all_Test_Zld_1000	sog	43.3333333333	56.6666666667
FTwi14_train_all_Test_Dl09_2000	Kr	0	100
FTwi14_train_all_Test_Zld_2000	sna	63.3333333333	36.6666666667
FTwi14_train_all_Test_Twi14_2000	brk	0	100
FTwi14_train_all_Test_Twi14_500	Kr	0	100
FTwi14_train_all_Test_Twi14_2000	sog	90	10
FTwi14_train_all_Test_Twi14_2000	eve	35	65
FTwi14_train_all_Test_Zld_2000	rho	0	100
FTwi14_train_all_Test_Zld_1500	rho	95	5
FTwi14_train_all_Test_Dl15_2000	rho	100	0
FTwi14_train_all_Test_Dl09_1500	rho	0	100
FTwi14_train_all_Test_Dl09_1500	sna	0	100
FTwi14_train_all_Test_Dl15_1500	rho	100	0
FTwi14_train_all_Test_Dl09_2000	brk	78.3333333333	21.6666666667
FTwi14_train_all_Test_Zld_500	Kni	0	100
FTwi14_train_all_Test_Dl15_1500	vnd	55	45
FTwi14_train_all_Test_Zld_2000	Kni	0	100
FTwi14_train_all_Test_Dl09_2000	eve	0	100
FTwi14_train_all_Test_Dl15_500	sog	0	100
FTwi14_train_all_Test_Zld_500	rho	0	100
FTwi14_train_all_Test_Dl15_500	brk	0	100
FTwi14_train_all_Test_Zld_1500	vnd	0	100
FTwi14_train_all_Test_Zld_1000	hb	43.3333333333	56.6666666667
FTwi14_train_all_Test_Zld_1000	Kni	0	100
FTwi14_train_all_Test_Twi14_2000	rho	0	100
FTwi14_train_all_Test_Dl09_500	brk	0	100
