model	gene	Percentage_overlap	Percentage_off_target
Dl_chip_Test_Dl15_1500	eve	70.5	29.5
Dl_chip_Test_Twi14_2000	sna	29.2857142857	70.7142857143
Dl_chip_Test_Zld_500	eve	0	100
Dl_chip_Test_Zld_2000	sog	35	65
Dl_chip_Test_Dl09_2000	sna	18.5	81.5
Dl_chip_Test_Zld_1500	sna	30.119047619	69.880952381
Dl_chip_Test_Dl09_1500	Kni	0	90
Dl_chip_Test_Zld_500	hb	0	100
Dl_chip_Test_Zld_2000	brk	37.6666666667	62.3333333333
Dl_chip_Test_Dl15_2000	Kr	50	50
Dl_chip_Test_Dl15_500	sna	0	100
Dl_chip_Test_Dl15_1000	sna	0	100
Dl_chip_Test_Twi14_500	eve	0	100
Dl_chip_Test_Dl09_1000	sna	0	100
Dl_chip_Test_Zld_2000	hb	24.5	75.5
Dl15_train_all_Test_Zld_500	vnd	0	100
Dl15_train_all_Test_Twi14_500	rho	0	90
Dl15_train_all_Test_Twi14_1000	eve	34	66
Dl15_train_all_Test_Dl15_1500	brk	50	50
Dl15_train_all_Test_Dl15_1000	rho	100	0
Dl15_train_all_Test_Dl15_500	vnd	0	100
Dl15_train_all_Test_Dl15_2000	brk	50	50
Dl15_train_all_Test_Dl09_500	sna	0	100
Dl15_train_all_Test_Twi14_1500	sna	27.5	72.5
Dl15_train_all_Test_Dl09_2000	hb	38.3333333333	61.6666666667
Dl15_train_all_Test_Dl09_500	hb	0	100
Dl15_train_all_Test_Dl09_2000	rho	0	100
Dl15_train_all_Test_Twi14_1000	sog	96.6666666667	3.3333333333
Dl15_train_all_Test_Zld_1000	Kr	0	100
Dl15_train_all_Test_Twi14_1500	Kr	95	5
Dl15_train_all_Test_Dl15_500	Kr	0	100
Dl15_train_all_Test_Dl09_1000	vnd	0	90
Dl15_train_all_Test_Twi14_1000	vnd	60	40
Dl15_train_all_Test_Twi14_1500	brk	50	50
Dl15_train_all_Test_Dl09_1500	vnd	0	100
Dl15_train_all_Test_Dl15_1500	hb	50	50
Dl15_train_all_Test_Dl09_500	Kni	0	100
Dl15_train_all_Test_Dl15_500	Kni	0	100
Dl15_train_all_Test_Twi14_500	sog	0	100
Dl15_train_all_Test_Dl15_1000	Kr	0	100
Dl15_train_all_Test_Dl15_2000	sog	75	25
Dl15_train_all_Test_Twi14_500	vnd	0	100
Dl15_train_all_Test_Twi14_1500	sog	96.6666666667	3.3333333333
Dl15_train_all_Test_Twi14_1500	Kni	0	100
Dl15_train_all_Test_Twi14_1000	hb	33.3333333333	66.6666666667
Dl15_train_all_Test_Twi14_1500	eve	0	100
Dl15_train_all_Test_Twi14_1000	sna	0	100
Dl15_train_all_Test_Twi14_1500	hb	50	50
Dl15_train_all_Test_Zld_1000	sna	35	65
Dl15_train_all_Test_Dl15_1500	sog	100	0
Dl15_train_all_Test_Zld_2000	vnd	90	0
Dl15_train_all_Test_Dl09_1500	Kr	0	100
Dl15_train_all_Test_Dl15_1500	Kni	38.3333333333	61.6666666667
Dl15_train_all_Test_Zld_500	sna	0	100
Dl15_train_all_Test_Dl15_1000	sog	100	0
Dl15_train_all_Test_Dl15_1000	eve	74.1666666667	25.8333333333
Dl15_train_all_Test_Dl09_1000	eve	0	90
Dl15_train_all_Test_Twi14_1000	Kr	0	100
Dl15_train_all_Test_Dl09_2000	sog	56.6666666667	43.3333333333
Dl15_train_all_Test_Dl09_2000	vnd	0	100
Dl15_train_all_Test_Dl15_1000	brk	0	100
Dl15_train_all_Test_Twi14_500	hb	0	100
Dl15_train_all_Test_Dl09_1500	eve	0	90
Dl15_train_all_Test_Dl15_1500	Kr	50	50
Dl15_train_all_Test_Zld_1000	rho	0	100
Dl15_train_all_Test_Zld_1500	hb	50	50
Dl15_train_all_Test_Twi14_2000	vnd	100	0
Dl15_train_all_Test_Dl09_500	vnd	0	90
Dl15_train_all_Test_Twi14_500	brk	0	100
Dl15_train_all_Test_Zld_1500	Kr	50	50
Dl15_train_all_Test_Dl09_1000	rho	0	100
Dl15_train_all_Test_Twi14_1000	rho	0	100
Dl15_train_all_Test_Twi14_1500	vnd	60	40
Dl15_train_all_Test_Dl09_1000	hb	40	60
Dl15_train_all_Test_Dl09_500	sog	0	100
Dl15_train_all_Test_Zld_1000	vnd	0	100
Dl15_train_all_Test_Dl09_1000	Kr	0	100
Dl15_train_all_Test_Twi14_1000	Kni	0	100
Dl15_train_all_Test_Twi14_1000	brk	33.3333333333	66.6666666667
Dl15_train_all_Test_Zld_2000	eve	0	100
Dl15_train_all_Test_Zld_1500	Kni	38.3333333333	61.6666666667
Dl15_train_all_Test_Dl15_1000	Kni	0	100
Dl15_train_all_Test_Zld_500	sog	48.3333333333	51.6666666667
Dl15_train_all_Test_Dl09_1500	hb	40	60
Dl15_train_all_Test_Zld_2000	Kr	100	0
Dl15_train_all_Test_Zld_1000	sog	48.3333333333	51.6666666667
Dl15_train_all_Test_Dl09_2000	Kr	0	100
Dl15_train_all_Test_Zld_2000	sna	53.3333333333	46.6666666667
Dl15_train_all_Test_Twi14_2000	brk	0	100
Dl15_train_all_Test_Twi14_500	Kr	0	100
Dl15_train_all_Test_Twi14_2000	sog	96.6666666667	3.3333333333
Dl15_train_all_Test_Twi14_2000	eve	38.3333333333	61.6666666667
Dl15_train_all_Test_Zld_2000	rho	0	100
Dl15_train_all_Test_Zld_1500	rho	78.3333333333	21.6666666667
Dl15_train_all_Test_Dl15_2000	rho	100	0
Dl15_train_all_Test_Dl09_1500	rho	0	100
Dl15_train_all_Test_Dl09_1500	sna	0	100
Dl15_train_all_Test_Dl15_1500	rho	100	0
Dl15_train_all_Test_Dl09_2000	brk	80	20
Dl15_train_all_Test_Zld_500	Kni	0	100
Dl15_train_all_Test_Dl15_1500	vnd	60	40
Dl15_train_all_Test_Zld_2000	Kni	0	100
Dl15_train_all_Test_Dl09_2000	eve	0	90
Dl15_train_all_Test_Dl15_500	sog	0	100
Dl15_train_all_Test_Zld_500	rho	0	90
Dl15_train_all_Test_Dl15_500	brk	0	100
Dl15_train_all_Test_Zld_1500	vnd	0	100
Dl15_train_all_Test_Zld_1000	hb	50	50
Dl15_train_all_Test_Zld_1000	Kni	0	100
Dl15_train_all_Test_Twi14_2000	rho	0	100
Dl15_train_all_Test_Dl09_500	brk	0	100
Dl15_train_all_Test_Dl09_1500	sog	51.6666666667	48.3333333333
Dl15_train_all_Test_Zld_500	brk	0	100
Dl15_train_all_Test_Twi14_500	Kni	0	100
Dl15_train_all_Test_Dl15_1000	hb	33.3333333333	66.6666666667
Dl15_train_all_Test_Dl15_2000	Kni	0	100
Dl15_train_all_Test_Dl09_1500	brk	0	100
Dl15_train_all_Test_Twi14_2000	Kni	0	100
Dl15_train_all_Test_Dl15_2000	vnd	100	0
Dl15_train_all_Test_Dl15_1000	vnd	60	40
Dl15_train_all_Test_Dl09_2000	Kni	0	100
Dl15_train_all_Test_Dl09_500	eve	0	90
Dl15_train_all_Test_Dl09_500	rho	0	100
Dl15_train_all_Test_Twi14_2000	Kr	90	10
Dl15_train_all_Test_Dl15_500	hb	0	100
Dl15_train_all_Test_Dl15_2000	sna	56.6666666667	43.3333333333
Dl15_train_all_Test_Zld_500	Kr	0	100
Dl15_train_all_Test_Twi14_500	sna	0	100
Dl15_train_all_Test_Zld_1500	sog	68.3333333333	31.6666666667
Dl15_train_all_Test_Dl09_500	Kr	0	100
Dl15_train_all_Test_Dl09_1000	brk	0	100
Dl15_train_all_Test_Dl15_1500	sna	30	70
Dl15_train_all_Test_Zld_1500	brk	50	50
Dl15_train_all_Test_Zld_1500	eve	0	100
Dl15_train_all_Test_Dl15_500	rho	0	90
Dl15_train_all_Test_Zld_1000	eve	0	100
Dl15_train_all_Test_Twi14_2000	hb	45	55
Dl15_train_all_Test_Dl15_500	eve	0	100
Dl15_train_all_Test_Dl09_1000	Kni	0	100
Dl15_train_all_Test_Twi14_1500	rho	83.3333333333	16.6666666667
Dl15_train_all_Test_Dl09_1000	sog	56.6666666667	43.3333333333
Dl15_train_all_Test_Dl15_2000	eve	50	50
Dl15_train_all_Test_Dl15_2000	hb	50	50
Dl15_train_all_Test_Zld_1000	brk	50	50
Dl15_train_all_Test_Dl15_1500	eve	75	25
Dl15_train_all_Test_Twi14_2000	sna	53.3333333333	46.6666666667
Dl15_train_all_Test_Zld_500	eve	0	100
Dl15_train_all_Test_Zld_2000	sog	63.3333333333	36.6666666667
Dl15_train_all_Test_Dl09_2000	sna	36.6666666667	63.3333333333
Dl15_train_all_Test_Zld_1500	sna	61.6666666667	38.3333333333
Dl15_train_all_Test_Dl09_1500	Kni	0	100
Dl15_train_all_Test_Zld_500	hb	0	100
Dl15_train_all_Test_Zld_2000	brk	100	0
Dl15_train_all_Test_Dl15_2000	Kr	50	50
Dl15_train_all_Test_Dl15_500	sna	0	100
Dl15_train_all_Test_Dl15_1000	sna	0	100
Dl15_train_all_Test_Twi14_500	eve	0	100
Dl15_train_all_Test_Dl09_1000	sna	0	100
Dl15_train_all_Test_Zld_2000	hb	50	50
Zld_train_all_Test_Zld_500	vnd	0	100
Zld_train_all_Test_Twi14_500	rho	0	100
Zld_train_all_Test_Twi14_1000	eve	32	68
Zld_train_all_Test_Dl15_1500	brk	50	50
Zld_train_all_Test_Dl15_1000	rho	100	0
Zld_train_all_Test_Dl15_500	vnd	0	100
Zld_train_all_Test_Dl15_2000	brk	40	60
Zld_train_all_Test_Dl09_500	sna	0	100
Zld_train_all_Test_Twi14_1500	sna	31.6666666667	68.3333333333
Zld_train_all_Test_Dl09_2000	hb	35	65
Zld_train_all_Test_Dl09_500	hb	0	100
Zld_train_all_Test_Dl09_2000	rho	0	100
Zld_train_all_Test_Twi14_1000	sog	93.3333333333	6.6666666667
Zld_train_all_Test_Zld_1000	Kr	0	100
Zld_train_all_Test_Twi14_1500	Kr	75	25
Zld_train_all_Test_Dl15_500	Kr	0	100
Zld_train_all_Test_Dl09_1000	vnd	0	90
Zld_train_all_Test_Twi14_1000	vnd	70	30
Zld_train_all_Test_Twi14_1500	brk	50	50
Zld_train_all_Test_Dl09_1500	vnd	0	90
Zld_train_all_Test_Dl15_1500	hb	50	50
Zld_train_all_Test_Dl09_500	Kni	0	100
Zld_train_all_Test_Dl15_500	Kni	0	100
Zld_train_all_Test_Twi14_500	sog	0	100
Zld_train_all_Test_Dl15_1000	Kr	0	100
Zld_train_all_Test_Dl15_2000	sog	50	50
Zld_train_all_Test_Twi14_500	vnd	0	100
Zld_train_all_Test_Twi14_1500	sog	100	0
Zld_train_all_Test_Twi14_1500	Kni	0	100
Zld_train_all_Test_Twi14_1000	hb	24	76
Zld_train_all_Test_Twi14_1500	eve	0	100
Zld_train_all_Test_Twi14_1000	sna	0	100
Zld_train_all_Test_Twi14_1500	hb	38.3333333333	61.6666666667
Zld_train_all_Test_Zld_1000	sna	41.6666666667	58.3333333333
Zld_train_all_Test_Dl15_1500	sog	100	0
Zld_train_all_Test_Zld_2000	vnd	80	0
Zld_train_all_Test_Dl09_1500	Kr	0	100
Zld_train_all_Test_Dl15_1500	Kni	33.3333333333	66.6666666667
Zld_train_all_Test_Zld_500	sna	0	100
Zld_train_all_Test_Dl15_1000	sog	100	0
Zld_train_all_Test_Dl15_1000	eve	72.5	27.5
Zld_train_all_Test_Dl09_1000	eve	0	100
Zld_train_all_Test_Twi14_1000	Kr	0	100
Zld_train_all_Test_Dl09_2000	sog	50	50
Zld_train_all_Test_Dl09_2000	vnd	0	100
Zld_train_all_Test_Dl15_1000	brk	0	100
Zld_train_all_Test_Twi14_500	hb	0	100
Zld_train_all_Test_Dl09_1500	eve	0	100
Zld_train_all_Test_Dl15_1500	Kr	50	50
Zld_train_all_Test_Zld_1000	rho	0	100
Zld_train_all_Test_Zld_1500	hb	38.3333333333	61.6666666667
Zld_train_all_Test_Twi14_2000	vnd	100	0
Zld_train_all_Test_Dl09_500	vnd	0	90
Zld_train_all_Test_Twi14_500	brk	0	100
Zld_train_all_Test_Zld_1500	Kr	46.6666666667	53.3333333333
Zld_train_all_Test_Dl09_1000	rho	0	100
Zld_train_all_Test_Twi14_1000	rho	0	100
Zld_train_all_Test_Twi14_1500	vnd	65	35
Zld_train_all_Test_Dl09_1000	hb	35	65
Zld_train_all_Test_Dl09_500	sog	0	100
Zld_train_all_Test_Zld_1000	vnd	0	100
Zld_train_all_Test_Dl09_1000	Kr	0	100
Zld_train_all_Test_Twi14_1000	Kni	0	100
Zld_train_all_Test_Twi14_1000	brk	31.6666666667	68.3333333333
Zld_train_all_Test_Zld_2000	eve	0	100
Zld_train_all_Test_Zld_1500	Kni	33.3333333333	66.6666666667
Zld_train_all_Test_Dl15_1000	Kni	0	100
Zld_train_all_Test_Zld_500	sog	45	55
Zld_train_all_Test_Dl09_1500	hb	35	65
Zld_train_all_Test_Zld_2000	Kr	93.3333333333	6.6666666667
Zld_train_all_Test_Zld_1000	sog	46.6666666667	53.3333333333
Zld_train_all_Test_Dl09_2000	Kr	0	100
Zld_train_all_Test_Zld_2000	sna	60	40
Zld_train_all_Test_Twi14_2000	brk	0	100
Zld_train_all_Test_Twi14_500	Kr	0	100
Zld_train_all_Test_Twi14_2000	sog	100	0
Zld_train_all_Test_Twi14_2000	eve	36.6666666667	63.3333333333
Zld_train_all_Test_Zld_2000	rho	0	100
Zld_train_all_Test_Zld_1500	rho	75	25
Zld_train_all_Test_Dl15_2000	rho	100	0
Zld_train_all_Test_Dl09_1500	rho	0	100
Zld_train_all_Test_Dl09_1500	sna	0	100
Zld_train_all_Test_Dl15_1500	rho	100	0
Zld_train_all_Test_Dl09_2000	brk	75	25
Zld_train_all_Test_Zld_500	Kni	0	100
Zld_train_all_Test_Dl15_1500	vnd	65	35
Zld_train_all_Test_Zld_2000	Kni	0	100
Zld_train_all_Test_Dl09_2000	eve	0	100
Zld_train_all_Test_Dl15_500	sog	0	100
Zld_train_all_Test_Zld_500	rho	0	100
Zld_train_all_Test_Dl15_500	brk	0	100
Zld_train_all_Test_Zld_1500	vnd	0	100
Zld_train_all_Test_Zld_1000	hb	36.6666666667	63.3333333333
Zld_train_all_Test_Zld_1000	Kni	0	100
Zld_train_all_Test_Twi14_2000	rho	0	100
Zld_train_all_Test_Dl09_500	brk	0	100
Zld_train_all_Test_Dl09_1500	sog	48.3333333333	51.6666666667
Zld_train_all_Test_Zld_500	brk	0	100
Zld_train_all_Test_Twi14_500	Kni	0	100
Zld_train_all_Test_Dl15_1000	hb	33.3333333333	66.6666666667
Zld_train_all_Test_Dl15_2000	Kni	0	100
Zld_train_all_Test_Dl09_1500	brk	0	100
Zld_train_all_Test_Twi14_2000	Kni	0	100
Zld_train_all_Test_Dl15_2000	vnd	100	0
Zld_train_all_Test_Dl15_1000	vnd	70	30
Zld_train_all_Test_Dl09_2000	Kni	0	100
Zld_train_all_Test_Dl09_500	eve	0	100
Zld_train_all_Test_Dl09_500	rho	0	100
Zld_train_all_Test_Twi14_2000	Kr	85	15
Zld_train_all_Test_Dl15_500	hb	0	100
Zld_train_all_Test_Dl15_2000	sna	66.6666666667	33.3333333333
Zld_train_all_Test_Zld_500	Kr	0	100
Zld_train_all_Test_Twi14_500	sna	0	100
Zld_train_all_Test_Zld_1500	sog	50	50
Zld_train_all_Test_Dl09_500	Kr	0	100
Zld_train_all_Test_Dl09_1000	brk	0	100
Zld_train_all_Test_Dl15_1500	sna	36.6666666667	63.3333333333
Zld_train_all_Test_Zld_1500	brk	50	50
Zld_train_all_Test_Zld_1500	eve	0	100
Zld_train_all_Test_Dl15_500	rho	0	100
Zld_train_all_Test_Zld_1000	eve	0	100
Zld_train_all_Test_Twi14_2000	hb	50	50
Zld_train_all_Test_Dl15_500	eve	0	100
Zld_train_all_Test_Dl09_1000	Kni	0	100
Zld_train_all_Test_Twi14_1500	rho	75	25
Zld_train_all_Test_Dl09_1000	sog	46.6666666667	53.3333333333
Zld_train_all_Test_Dl15_2000	eve	50	50
Zld_train_all_Test_Dl15_2000	hb	50	50
Zld_train_all_Test_Zld_1000	brk	50	50
Zld_train_all_Test_Dl15_1500	eve	75	25
Zld_train_all_Test_Twi14_2000	sna	55	45
Zld_train_all_Test_Zld_500	eve	0	100
Zld_train_all_Test_Zld_2000	sog	50	50
Zld_train_all_Test_Dl09_2000	sna	40	60
Zld_train_all_Test_Zld_1500	sna	73.3333333333	26.6666666667
Zld_train_all_Test_Dl09_1500	Kni	0	100
Zld_train_all_Test_Zld_500	hb	0	100
Zld_train_all_Test_Zld_2000	brk	100	0
Zld_train_all_Test_Dl15_2000	Kr	50	50
Zld_train_all_Test_Dl15_500	sna	0	100
Zld_train_all_Test_Dl15_1000	sna	0	100
Zld_train_all_Test_Twi14_500	eve	0	100
Zld_train_all_Test_Dl09_1000	sna	0	100
Zld_train_all_Test_Zld_2000	hb	38.3333333333	61.6666666667
H3K4me1_train_cons_Test_Zld_500	vnd	0	100
H3K4me1_train_cons_Test_Twi14_500	rho	0	100
H3K4me1_train_cons_Test_Twi14_1000	eve	28.8333333333	71.1666666667
H3K4me1_train_cons_Test_Dl15_1500	brk	50	50
H3K4me1_train_cons_Test_Dl15_1000	rho	100	0
H3K4me1_train_cons_Test_Dl15_500	vnd	0	100
H3K4me1_train_cons_Test_Dl15_2000	brk	50	50
H3K4me1_train_cons_Test_Dl09_500	sna	0	100
H3K4me1_train_cons_Test_Twi14_1500	sna	29.1666666667	70.8333333333
H3K4me1_train_cons_Test_Dl09_2000	hb	32	68
H3K4me1_train_cons_Test_Dl09_500	hb	0	100
H3K4me1_train_cons_Test_Dl09_2000	rho	0	100
H3K4me1_train_cons_Test_Twi14_1000	sog	70	30
H3K4me1_train_cons_Test_Zld_1000	Kr	0	100
H3K4me1_train_cons_Test_Twi14_1500	Kr	65	35
H3K4me1_train_cons_Test_Dl15_500	Kr	0	100
H3K4me1_train_cons_Test_Dl09_1000	vnd	0	100
H3K4me1_train_cons_Test_Twi14_1000	vnd	60	40
H3K4me1_train_cons_Test_Twi14_1500	brk	50	50
H3K4me1_train_cons_Test_Dl09_1500	vnd	0	100
H3K4me1_train_cons_Test_Dl15_1500	hb	50	50
H3K4me1_train_cons_Test_Dl09_500	Kni	0	100
H3K4me1_train_cons_Test_Dl15_500	Kni	0	100
H3K4me1_train_cons_Test_Twi14_500	sog	0	100
H3K4me1_train_cons_Test_Dl15_1000	Kr	0	100
H3K4me1_train_cons_Test_Dl15_2000	sog	50	50
H3K4me1_train_cons_Test_Twi14_500	vnd	0	100
H3K4me1_train_cons_Test_Twi14_1500	sog	70	30
H3K4me1_train_cons_Test_Twi14_1500	Kni	0	100
H3K4me1_train_cons_Test_Twi14_1000	hb	25.6666666667	74.3333333333
H3K4me1_train_cons_Test_Twi14_1500	eve	0	100
H3K4me1_train_cons_Test_Twi14_1000	sna	0	100
H3K4me1_train_cons_Test_Twi14_1500	hb	42.5	57.5
H3K4me1_train_cons_Test_Zld_1000	sna	31.6666666667	68.3333333333
H3K4me1_train_cons_Test_Dl15_1500	sog	100	0
H3K4me1_train_cons_Test_Zld_2000	vnd	85	5
H3K4me1_train_cons_Test_Dl09_1500	Kr	0	100
H3K4me1_train_cons_Test_Dl15_1500	Kni	29.1666666667	70.8333333333
H3K4me1_train_cons_Test_Zld_500	sna	0	100
H3K4me1_train_cons_Test_Dl15_1000	sog	100	0
H3K4me1_train_cons_Test_Dl15_1000	eve	69.1666666667	30.8333333333
H3K4me1_train_cons_Test_Dl09_1000	eve	0	100
H3K4me1_train_cons_Test_Twi14_1000	Kr	0	100
H3K4me1_train_cons_Test_Dl09_2000	sog	33.3333333333	66.6666666667
H3K4me1_train_cons_Test_Dl09_2000	vnd	0	100
H3K4me1_train_cons_Test_Dl15_1000	brk	0	100
H3K4me1_train_cons_Test_Twi14_500	hb	0	100
H3K4me1_train_cons_Test_Dl09_1500	eve	0	100
H3K4me1_train_cons_Test_Dl15_1500	Kr	50	50
H3K4me1_train_cons_Test_Zld_1000	rho	0	100
H3K4me1_train_cons_Test_Zld_1500	hb	47.5	52.5
H3K4me1_train_cons_Test_Twi14_2000	vnd	96.6666666667	3.3333333333
H3K4me1_train_cons_Test_Dl09_500	vnd	0	100
H3K4me1_train_cons_Test_Twi14_500	brk	0	100
H3K4me1_train_cons_Test_Zld_1500	Kr	50	50
H3K4me1_train_cons_Test_Dl09_1000	rho	0	100
H3K4me1_train_cons_Test_Twi14_1000	rho	0	100
H3K4me1_train_cons_Test_Twi14_1500	vnd	55	45
H3K4me1_train_cons_Test_Dl09_1000	hb	32.5	67.5
H3K4me1_train_cons_Test_Dl09_500	sog	0	100
H3K4me1_train_cons_Test_Zld_1000	vnd	0	100
H3K4me1_train_cons_Test_Dl09_1000	Kr	0	100
H3K4me1_train_cons_Test_Twi14_1000	Kni	0	100
H3K4me1_train_cons_Test_Twi14_1000	brk	28.3333333333	71.6666666667
H3K4me1_train_cons_Test_Zld_2000	eve	0	100
H3K4me1_train_cons_Test_Zld_1500	Kni	32.5	67.5
H3K4me1_train_cons_Test_Dl15_1000	Kni	0	100
H3K4me1_train_cons_Test_Zld_500	sog	35	65
H3K4me1_train_cons_Test_Dl09_1500	hb	32	68
H3K4me1_train_cons_Test_Zld_2000	Kr	100	0
H3K4me1_train_cons_Test_Zld_1000	sog	35	65
H3K4me1_train_cons_Test_Dl09_2000	Kr	0	100
H3K4me1_train_cons_Test_Zld_2000	sna	56.6666666667	43.3333333333
H3K4me1_train_cons_Test_Twi14_2000	brk	0	100
H3K4me1_train_cons_Test_Twi14_500	Kr	0	100
H3K4me1_train_cons_Test_Twi14_2000	sog	70	30
H3K4me1_train_cons_Test_Twi14_2000	eve	40	60
H3K4me1_train_cons_Test_Zld_2000	rho	0	100
H3K4me1_train_cons_Test_Zld_1500	rho	75	25
H3K4me1_train_cons_Test_Dl15_2000	rho	100	0
H3K4me1_train_cons_Test_Dl09_1500	rho	0	100
H3K4me1_train_cons_Test_Dl09_1500	sna	0	100
H3K4me1_train_cons_Test_Dl15_1500	rho	100	0
H3K4me1_train_cons_Test_Dl09_2000	brk	45	55
H3K4me1_train_cons_Test_Zld_500	Kni	0	100
H3K4me1_train_cons_Test_Dl15_1500	vnd	55	45
H3K4me1_train_cons_Test_Zld_2000	Kni	0	100
H3K4me1_train_cons_Test_Dl09_2000	eve	0	100
H3K4me1_train_cons_Test_Dl15_500	sog	0	100
H3K4me1_train_cons_Test_Zld_500	rho	0	100
H3K4me1_train_cons_Test_Dl15_500	brk	0	100
H3K4me1_train_cons_Test_Zld_1500	vnd	0	100
H3K4me1_train_cons_Test_Zld_1000	hb	45.8333333333	54.1666666667
H3K4me1_train_cons_Test_Zld_1000	Kni	0	100
H3K4me1_train_cons_Test_Twi14_2000	rho	0	100
H3K4me1_train_cons_Test_Dl09_500	brk	0	100
H3K4me1_train_cons_Test_Dl09_1500	sog	33.3333333333	66.6666666667
H3K4me1_train_cons_Test_Zld_500	brk	0	100
H3K4me1_train_cons_Test_Twi14_500	Kni	0	100
H3K4me1_train_cons_Test_Dl15_1000	hb	31.6666666667	68.3333333333
H3K4me1_train_cons_Test_Dl15_2000	Kni	0	100
H3K4me1_train_cons_Test_Dl09_1500	brk	0	100
H3K4me1_train_cons_Test_Twi14_2000	Kni	0	100
H3K4me1_train_cons_Test_Dl15_2000	vnd	100	0
H3K4me1_train_cons_Test_Dl15_1000	vnd	60	40
H3K4me1_train_cons_Test_Dl09_2000	Kni	0	100
H3K4me1_train_cons_Test_Dl09_500	eve	0	100
H3K4me1_train_cons_Test_Dl09_500	rho	0	100
H3K4me1_train_cons_Test_Twi14_2000	Kr	65	35
H3K4me1_train_cons_Test_Dl15_500	hb	0	100
H3K4me1_train_cons_Test_Dl15_2000	sna	56.6666666667	43.3333333333
H3K4me1_train_cons_Test_Zld_500	Kr	0	100
H3K4me1_train_cons_Test_Twi14_500	sna	0	100
H3K4me1_train_cons_Test_Zld_1500	sog	35	65
H3K4me1_train_cons_Test_Dl09_500	Kr	0	100
H3K4me1_train_cons_Test_Dl09_1000	brk	0	100
H3K4me1_train_cons_Test_Dl15_1500	sna	29.1666666667	70.8333333333
H3K4me1_train_cons_Test_Zld_1500	brk	42.5	57.5
H3K4me1_train_cons_Test_Zld_1500	eve	0	100
H3K4me1_train_cons_Test_Dl15_500	rho	0	100
H3K4me1_train_cons_Test_Zld_1000	eve	0	100
H3K4me1_train_cons_Test_Twi14_2000	hb	48.3333333333	51.6666666667
H3K4me1_train_cons_Test_Dl15_500	eve	0	100
H3K4me1_train_cons_Test_Dl09_1000	Kni	0	100
H3K4me1_train_cons_Test_Twi14_1500	rho	75	25
H3K4me1_train_cons_Test_Dl09_1000	sog	33.3333333333	66.6666666667
H3K4me1_train_cons_Test_Dl15_2000	eve	50	50
H3K4me1_train_cons_Test_Dl15_2000	hb	50	50
H3K4me1_train_cons_Test_Zld_1000	brk	50	50
H3K4me1_train_cons_Test_Dl15_1500	eve	75	25
H3K4me1_train_cons_Test_Twi14_2000	sna	55	45
H3K4me1_train_cons_Test_Zld_500	eve	0	100
H3K4me1_train_cons_Test_Zld_2000	sog	35	65
H3K4me1_train_cons_Test_Dl09_2000	sna	41.6666666667	58.3333333333
H3K4me1_train_cons_Test_Zld_1500	sna	58.3333333333	41.6666666667
H3K4me1_train_cons_Test_Dl09_1500	Kni	0	100
H3K4me1_train_cons_Test_Zld_500	hb	0	100
H3K4me1_train_cons_Test_Zld_2000	brk	96.6666666667	3.3333333333
H3K4me1_train_cons_Test_Dl15_2000	Kr	50	50
H3K4me1_train_cons_Test_Dl15_500	sna	0	100
H3K4me1_train_cons_Test_Dl15_1000	sna	0	100
H3K4me1_train_cons_Test_Twi14_500	eve	0	100
H3K4me1_train_cons_Test_Dl09_1000	sna	0	100
H3K4me1_train_cons_Test_Zld_2000	hb	45.8333333333	54.1666666667
random_balance_Test_Zld_500	vnd	0	100
random_balance_Test_Twi14_500	rho	0	100
random_balance_Test_Twi14_1000	eve	20.5	79.5
random_balance_Test_Dl15_1500	brk	25	75
random_balance_Test_Dl15_1000	rho	50	50
random_balance_Test_Dl15_500	vnd	0	100
random_balance_Test_Dl15_2000	brk	25	75
random_balance_Test_Dl09_500	sna	0	100
random_balance_Test_Twi14_1500	sna	11.25	88.75
random_balance_Test_Dl09_2000	hb	10	90
random_balance_Test_Dl09_500	hb	0	100
random_balance_Test_Dl09_2000	rho	0	100
random_balance_Test_Twi14_1000	sog	70	30
random_balance_Test_Zld_1000	Kr	0	100
random_balance_Test_Twi14_1500	Kr	10.5396825397	89.4603174603
random_balance_Test_Dl15_500	Kr	0	100
random_balance_Test_Dl09_1000	vnd	0	100
random_balance_Test_Twi14_1000	vnd	11.4285714286	88.5714285714
random_balance_Test_Twi14_1500	brk	10.1388888889	89.8611111111
random_balance_Test_Dl09_1500	vnd	0	100
random_balance_Test_Dl15_1500	hb	45	55
random_balance_Test_Dl09_500	Kni	0	100
random_balance_Test_Dl15_500	Kni	0	100
random_balance_Test_Twi14_500	sog	0	100
random_balance_Test_Dl15_1000	Kr	0	100
random_balance_Test_Dl15_2000	sog	45	55
random_balance_Test_Twi14_500	vnd	0	100
random_balance_Test_Twi14_1500	sog	65	35
random_balance_Test_Twi14_1500	Kni	0	100
random_balance_Test_Twi14_1000	hb	8.4090909091	91.5909090909
random_balance_Test_Twi14_1500	eve	0	100
random_balance_Test_Twi14_1000	sna	0	100
random_balance_Test_Twi14_1500	hb	17	83
random_balance_Test_Zld_1000	sna	12.8571428571	87.1428571429
random_balance_Test_Dl15_1500	sog	65	35
random_balance_Test_Zld_2000	vnd	25	65
random_balance_Test_Dl09_1500	Kr	0	100
random_balance_Test_Dl15_1500	Kni	25	75
random_balance_Test_Zld_500	sna	0	100
random_balance_Test_Dl15_1000	sog	65	35
